ID_Karyawan,nama_karyawan,departemen_karyawan,jabatan_karyawan,gaji_karyawan
5c5adea3-07ec-4045-955e-1f2aec295e24,David Simpson,Logistics and distribution manager,Primary school teacher,3777.92
defd204f-abef-4910-b1a0-4ef44221e406,Erik Riddle,Wellsite geologist,Learning mentor,5051.55
c6e5936e-d05c-462d-88ae-c7b42a100dba,Eric Lee,"Research officer, government",Medical laboratory scientific officer,7563.01
444609d9-23cd-4a9d-b6bd-37240efc5468,Michael Saunders,Public relations officer,Leisure centre manager,8854.62
4d532f23-1d80-4fd7-95f8-bb544bffed40,Heather Scott,Legal secretary,Architectural technologist,3702.26
d345534b-655c-464f-888a-2035d604403f,Amy Arnold,Midwife,Oceanographer,3935.27
ba576681-6d49-4c30-a08a-9b76b818ae98,Brandon Huffman,Seismic interpreter,"Engineer, manufacturing systems",8209.93
85c55e48-1143-40f2-a5e8-3b7342f09ae2,Alicia Gordon,Chemical engineer,Set designer,6657.96
488a6d29-b87e-4f49-afb0-dc3a0bd80807,Kimberly Morales,"Therapist, occupational",Immigration officer,6725.37
f667c591-f374-4b46-8725-be97a5a3f068,Robert Howard,"Engineer, manufacturing systems",Location manager,3753.48
5e100b26-921f-4a34-a8a4-975e25088e88,James Martinez,Heritage manager,Personal assistant,3137.88
8855f19c-3f8e-4b5e-b305-7638e00db0c4,Tina York,Police officer,"Nurse, children's",6357.68
ac1c411d-33a3-4d45-ac70-e476fff692ff,Amanda Lopez,"Presenter, broadcasting",Private music teacher,6992.72
54aabfbd-0497-4794-b391-dd15c87711f2,Michael Hernandez,Psychotherapist,Product manager,7166.09
23325849-2f0f-4831-87d3-3f2aac5a3810,Anthony Garcia,Printmaker,Chartered legal executive (England and Wales),8280.45
7ee54c3b-7b54-481b-829b-95c37c9b455c,Shawn Robinson,Sports coach,"Production assistant, radio",7032.3
462ba1ff-cbac-4a56-a580-307d8c0c6e1a,Peggy Jackson,IT consultant,Magazine features editor,4551.26
e21211f9-8eea-4ec6-b20a-862394e1bff5,Jon Chavez,Secretary/administrator,Agricultural engineer,8028.57
e9ae6cb7-14b6-4ce4-85e6-5c6209fb3600,Kaitlyn Irwin,"Psychotherapist, child",Physiological scientist,9448.29
d3047cf9-a79f-4992-b938-6d19892e3808,Carolyn White,"Surveyor, minerals",Interpreter,5002.42
a13e06eb-bbb2-4624-a41c-4b9bd4340e13,Timothy Clark,Chartered public finance accountant,Financial manager,6085.64
f6391318-f174-4428-aa5f-419b788cc4ba,Lori Lewis,Animal nutritionist,"Scientist, water quality",8519.84
6a88b972-e8fe-4a7e-b7be-d2c72a8421ec,Joseph Hudson,Commercial art gallery manager,Ceramics designer,5764.61
bc8dc7e0-b15c-42fe-8339-886826ef8505,Adam Wright,Archivist,Private music teacher,5870.36
122d134d-51cd-4d12-ac7c-8402e6dbf1e8,Robert Rivera,Ceramics designer,Database administrator,4346.56
df4be51e-c659-4b3d-9077-e1f928159623,Kelsey Berry,Chiropractor,Race relations officer,6730.64
93a5cf74-62b7-4afa-9061-c27911b53604,Blake Moon,"Engineer, control and instrumentation","Engineer, electrical",7695.62
a6ac2f5f-df0f-4b83-9b51-0bdabe7c62f7,Gregory Perry,Secretary/administrator,Medical sales representative,6692.07
1a17eb12-ad59-4b9f-a91e-840253fc8abd,Christopher Warner,Financial manager,Communications engineer,6807.2
a06e08f5-7bee-4e08-97a7-f0e7c1e8407b,Jeff Clarke,"Secretary, company",Administrator,3871.93
19506dda-bcd2-4928-81ea-1a3da1e95c2b,Jeffrey Matthews,Hospital pharmacist,"Programmer, multimedia",4685.85
9adf33f2-07f8-4f91-81c4-ffdb6b097a0e,John Wheeler,Personnel officer,"Administrator, charities/voluntary organisations",5735.65
92888ee7-14f6-4a9a-a5db-33a96a7b585b,Steven Martin,Government social research officer,Government social research officer,9243.03
221ee4f4-6907-4d47-86d1-afe45dd4d3d7,Sylvia Green,Newspaper journalist,"Designer, interior/spatial",7302.26
cd16fcc1-d572-452e-be16-96a9d8f4557e,Richard Nolan,Catering manager,"Editor, commissioning",9536.3
d50303b7-35ec-4ae2-b2ee-755a24ac40e6,Molly Williamson,Field trials officer,Mental health nurse,4970.01
33985703-62fc-4b21-82e6-cf525eb72bb0,Vincent Caldwell,Exercise physiologist,Product designer,5957.67
7155906c-c692-4a03-bb79-eab2478a08f2,Karen Armstrong,Management consultant,Automotive engineer,6768.51
9ec53866-06c4-4422-84b3-19133722886f,Jennifer Ramsey,"Designer, graphic",Research scientist (life sciences),9446.94
a2c0ce4e-3bdf-4d64-a7ad-d7b38f89668f,Ian Graham,Multimedia programmer,Restaurant manager,4597.75
435811e8-dce6-4c6b-b69b-49b2cb17aef1,Daniel Pruitt,Oceanographer,"Horticulturist, amenity",6516.02
5bb7801d-1a70-4069-8ed1-9797f26ed5a4,Robin Thompson,Learning mentor,Chief Marketing Officer,8630.16
cfcd92e3-7545-4e98-81e2-83c894b5b384,Jennifer Bauer,"Designer, television/film set",Town planner,3695.59
71e4cd36-5357-4fea-be80-84d280042b46,Joseph Williams,Diplomatic Services operational officer,IT consultant,4975.34
959310f6-21e3-481c-acc1-c52e39f2b5f2,Mr. William Oliver DDS,"Civil engineer, consulting",Meteorologist,8033.74
c9179884-c45a-45ac-9662-e425838d9f7a,Ryan Brown,Careers adviser,"Engineer, drilling",3746.15
36d53edf-d087-4f82-8017-12935e662674,Devon Chavez,Call centre manager,Rural practice surveyor,4445.58
771bf313-5f59-4cf6-8975-2029f8da5534,Brittany Friedman,Careers adviser,"Psychologist, sport and exercise",7522.24
5e0076b8-ceb5-4861-b11f-9c9e730dfbad,Joseph Martin,Ceramics designer,Tourism officer,3818.39
7b61afb1-a5e8-420f-bc24-bd94bcef5a3f,Ashley Boyer,Hospital doctor,Academic librarian,9343.16
bb57768c-fe61-4888-9fe8-f7696241f972,Barbara Jenkins,"Engineer, aeronautical",Counsellor,8950.99
e326e9f6-d731-4f9f-ac98-62fb0189327a,Lisa Barnes,"Surveyor, commercial/residential",Pathologist,5401.06
4e3857b4-6d2f-469f-bb5f-1aba6e981250,Diane Taylor,Financial risk analyst,"Scientist, product/process development",9835.7
01ad1ce1-e049-420b-b171-d589a8fd188a,Teresa Pruitt,Air traffic controller,Equality and diversity officer,8619.61
c35355dd-2dc4-4cef-a910-399f2ed8d3b3,Amber Murillo,Fish farm manager,Counsellor,5724.12
acf7705e-9e6b-4daa-9228-7fbe73310853,Steven Carney,Product/process development scientist,Financial adviser,6475.97
bb52eab1-9978-48c5-b57a-8a3455e566c7,Brooke Nguyen,"Engineer, site",Building services engineer,5056.85
3e85b43d-1a1f-4e14-b8eb-5601d9049e9e,Christopher Garrison,Logistics and distribution manager,Photographer,8992.6
18d2ef6e-2494-4aa3-90d1-f10dbdf2613c,Jason Thomas,Glass blower/designer,Restaurant manager,6270.73
5c976d8b-62a7-40b9-98b1-4e273423cfe0,Colleen Townsend,"Psychologist, prison and probation services",Records manager,6876.59
5bd04dc7-0c94-4d2d-b188-3cd0f4a2931d,Andrew Lane,Art gallery manager,Contracting civil engineer,6386.86
1a64e111-3d27-4827-8663-47b1b4cb679e,Lori Murray,Planning and development surveyor,Forensic scientist,4432.07
47007251-2629-4260-8659-66817299ab4f,Terry Thomas,Freight forwarder,"Merchandiser, retail",8282.16
19b27794-6cb7-4fd6-adea-38b2053372c2,Tony Martinez,Corporate treasurer,Quarry manager,8855.39
08a5aa89-5a81-4848-b963-a1bd59e8114a,Ryan Wright,Video editor,Architect,5807.99
982a58d4-7091-4c64-b8ce-08dff936a3fc,Dorothy Ortega,Human resources officer,Adult guidance worker,7864.49
d668b6df-93ee-4f68-9e10-9d0472a4a2e7,Edward Holden,Advertising account executive,Retail banker,6334.75
22799dcd-a0c1-443a-91b6-dbeb9b37e138,Cristina Navarro,Financial manager,Accommodation manager,5873.62
8012813b-eb1b-4554-aa91-77f596dba44d,Tara Hernandez,Fine artist,Quantity surveyor,9881.3
fcc9e638-3d90-442d-a817-260529a9d368,Anthony Harrison,Market researcher,Marketing executive,5415.35
beef2ce4-9252-4623-8f91-44d2ce79264e,Tammie Manning,"Programmer, applications",Lexicographer,6460.64
aa8ef050-6496-4964-a780-8c6b6fbca766,Gregory Rodriguez,Orthoptist,"Research officer, political party",9455.04
79aa70dc-09c1-4f34-8818-5028c5e4b551,Karen Thomas,Analytical chemist,Naval architect,3636.57
f27d7878-7a80-45dd-a68e-99b4b025ed67,Zachary Gardner,Music tutor,Camera operator,5818.26
148d15e7-8e8f-48f7-9721-b39ee665c38b,Candace Sandoval,Advertising account executive,"Producer, television/film/video",6482.34
f3e94d53-5430-4fad-af65-a1653d327276,Daniel Bradley,Jewellery designer,Proofreader,4997.86
873d2603-7a01-4316-a5db-0fd9baa5db8a,Anthony Norris DVM,Public librarian,"Production designer, theatre/television/film",9441.67
8d7ef040-4b08-4412-b91f-e4f2381e5d14,Christina Wells,Air cabin crew,Fast food restaurant manager,7245.07
ac8e2b5f-53d9-4a43-8e62-a2f887922d1d,Mrs. Lori Johnson,Speech and language therapist,Metallurgist,5741.42
ddc2e1a1-faf2-48d6-aa62-741523143a8b,Madison Kelley,Hospital pharmacist,Exercise physiologist,7095.62
fcc72d80-833f-41f6-8a12-4712a04f41c4,Robert Cooper,Dietitian,Pensions consultant,9132.08
44419ea5-38bd-4738-88fd-64afc8539d3f,Joshua Murphy,"Designer, industrial/product","Programme researcher, broadcasting/film/video",6099.18
f9c35c91-e365-44b9-9468-4128285141c2,Rachel Nguyen,Claims inspector/assessor,Higher education lecturer,8438.29
b8fdcd9e-36f1-486b-905b-ad82947db23c,John Sullivan,IT trainer,Toxicologist,5044.52
a6a3dc6f-64e7-4d94-95ae-4d4d5454022e,David Smith,Tax inspector,Multimedia specialist,4569.07
a5374b94-67d6-49d4-b14b-aecce4acdaf6,Kerri Johnson,Animal technologist,Insurance risk surveyor,4590.5
4467c01b-1afb-4e2a-84e4-635191753cf7,Jeremy Bishop,Music therapist,Patent attorney,8189.26
30ab85c2-417b-4ce3-b0f7-317fd930be53,John Jordan,"Horticulturist, amenity","Surveyor, land/geomatics",8515.69
f9a30d2f-081b-49cc-951a-09972ad61036,Christina Warner,"Engineer, manufacturing",Make,8080.34
37a8adfe-384e-44bb-80fb-af16d9960d54,Jared Murray,"Administrator, local government","Engineer, building services",4389.86
3a61fd31-edd7-4650-8695-d7d2d61dda0c,Andrea Gibson,Fitness centre manager,"Engineer, drilling",7182.04
109362ff-a05a-4000-a5cb-7a4d1a9a8f3b,Caitlyn Cervantes,"Solicitor, Scotland","Therapist, horticultural",6966.52
9329f8b5-8ecb-4ade-8789-ba19d26da5e3,Stephanie Robertson,"Programmer, applications","Accountant, chartered management",9200.61
af1da4f4-8528-48ae-90b8-82800c80872c,Rickey Brooks,"Teacher, music",Therapeutic radiographer,4443.26
ac64a319-3b02-46ae-9d49-03006cabe9bf,Jennifer Berry,Further education lecturer,Industrial buyer,6021.5
ae6a4dc1-cb72-4f70-8d70-8e8f3f673752,Rhonda Mcgee,Commercial art gallery manager,Call centre manager,8372.56
34a58b77-9750-4766-be71-e6c3debb4448,Andrew Gomez,"Psychotherapist, child",Leisure centre manager,9446.23
661cb70a-104e-430e-96a6-14a9c03bb899,Kayla Johnson,Database administrator,Chief Executive Officer,6201.95
f6689420-156b-4b88-a930-ac6ae4a8b8dc,Alyssa Jacobson,Materials engineer,Industrial buyer,3208.64
876f4d9a-6029-407f-b4ec-073428a62e08,David Goodman,Astronomer,Illustrator,5762.55
e090af37-b888-4c68-bc06-a743f00db677,Tara Hardin,Ecologist,Secretary/administrator,8528.95
1c8cc1b4-47da-4439-b4b0-50136974383f,Edward Turner,"Chemist, analytical",Orthoptist,4478.31
11fb6fb4-9e35-4543-845d-958f7094ba08,Matthew Williams,Community pharmacist,Editorial assistant,6389.41
97638109-84ef-4fe5-bb51-97577cbda71a,Lindsay Hale,Animator,Financial planner,4429.53
a401b1f5-e0de-41fc-9451-f418032087cc,Jennifer Dean,Surgeon,Chartered management accountant,3612.96
f5963418-1e7a-4593-9a5c-46013a7b4a4f,Justin Daniels,"Designer, exhibition/display",Mudlogger,5181.17
38d17908-302a-4e5d-acd9-99ca1fd5fccc,Anna Montes,Theme park manager,"Accountant, chartered",7712.97
bad3915e-1311-4f91-951d-440ae78d902f,Derrick Stewart,Ranger/warden,Multimedia specialist,5407.04
4b8516d2-f572-485a-b9ef-412fada70409,Kimberly Richardson,"Administrator, education","Administrator, charities/voluntary organisations",5260.81
6f2499e4-3096-4a64-8a9c-831a6d116c20,Steven Vasquez,Logistics and distribution manager,"Engineer, structural",9042.77
3bae2974-96e7-4e62-9aaf-ef206476cf20,Savannah Hood,"Engineer, civil (consulting)",Sales promotion account executive,5984.6
d9a12a45-e87d-46c6-b3d0-48170a183d08,Sherry Roman,Academic librarian,"Therapist, music",7668.89
03dfc50d-4978-4080-91f9-e70a96c64881,Christopher Joseph,"Librarian, academic","Surveyor, hydrographic",3799.28
3edd6297-8988-4da8-86c2-ed7d99c93d40,Julie Warren,Environmental consultant,Product manager,3148.43
d0f7ac73-37fa-4469-8a91-cca42b292bb2,Brittany Davis,Estate agent,Leisure centre manager,4614.64
7e2db6b9-6e44-4ebf-a98c-8d0ff3665eb5,Miss Michele Fernandez,"Engineer, chemical",Sales promotion account executive,8525.96
c764b340-bf6d-47d4-8ee0-c7a04e3b5434,Kimberly Marshall,"Teacher, adult education",Electronics engineer,9017.38
1d746907-ec76-4353-8010-c68f549ca5c8,Stephen Robinson,Speech and language therapist,Mining engineer,4944.83
4bd9e713-c9b1-4791-873e-c46617829344,Jose Chapman,Comptroller,Forest/woodland manager,8980.39
ff10d92f-220e-4095-9596-ebb48b8e1593,Joseph Butler,IT consultant,Medical physicist,6447.97
ee416eb0-12ed-4971-bc68-0768581a5f17,Michael Beltran,"Psychologist, sport and exercise",Airline pilot,6799.74
d32b373a-366c-4ed5-ada4-e085679bca45,Kelli Sutton,"Scientist, physiological",Cytogeneticist,5848.6
4b8f9e31-31d4-4820-bd99-939732295ea0,Amy Irwin,"Psychologist, forensic",Data processing manager,8727.75
2150ddb0-abae-4725-bd02-52a9a848a8a7,Paul Brown,Artist,"Scientist, water quality",4349.63
0eaed923-0a3f-4d1e-b23e-03046e9673c8,Heather Swanson,Occupational hygienist,Technical brewer,5539.57
5ba7d411-a913-4389-9284-e84dd76ff722,Timothy Perez,"Scientist, research (medical)","Engineer, communications",5923.06
d3423a5e-a9ab-4e79-908c-d60d0fdacf58,Kevin Nelson,Consulting civil engineer,Telecommunications researcher,4258.49
377f51b5-cfee-4ec8-b086-cee4ebcf3abc,Lorraine Duran,"Teacher, secondary school",Immigration officer,8398.98
468b06a8-3a4d-4018-b2be-3811cf3657cf,Audrey Mitchell,"Radiographer, therapeutic",Film/video editor,3974.82
90b97624-5588-474c-89b1-db1faddcb854,Vincent Garcia,"Secretary, company",Patent examiner,4348.67
5ce1966f-3096-444f-8170-8d6fea07637e,Natalie Richardson,Data processing manager,Public librarian,8042.42
a46749be-f8cf-40a1-b5fb-0bf7d2e628e8,Heather Crawford,Chiropodist,Event organiser,4136.31
a12618cc-ed02-4cdd-9026-66e61fad0415,Nicholas Roman,Solicitor,"Optician, dispensing",4263.24
67f8f6ad-c93b-4f60-b4c7-5420301c815c,Amber Woodward,Personnel officer,Lexicographer,7422.94
d99db63b-ff1c-4821-b660-bb672e8945c9,Brandon Smith,Chartered public finance accountant,"Engineer, agricultural",9120.32
2a47eda4-263e-47a3-ab11-89fe92560123,Charlene Hill,Archivist,"Geneticist, molecular",5097.49
20e38cf6-edfa-415f-8376-7dfe2af55c07,Michael Garcia,"Psychotherapist, child",Structural engineer,5730.99
002a51e7-39b5-410e-afdb-1f21180a108a,Christina Hayes,Jewellery designer,Insurance risk surveyor,4432.11
5ade4b3f-3e12-4f3a-82cf-9ccdf452c1d5,Jason Griffith,IT trainer,Dance movement psychotherapist,6591.12
02e0ed22-3f1f-436c-b111-5fea414c5d3b,Michael Kelly,"Therapist, occupational","Designer, industrial/product",8902.47
36bcbcaa-1d66-448f-9b11-cee09a51cdcb,John Davenport,"Therapist, nutritional",Curator,6648.89
f6a364e6-9bba-4cd1-be27-5dce35f35303,Andrew Young,Banker,Garment/textile technologist,6603.34
6c30d641-c9a0-4814-a64f-2d1c499cea1e,Danielle Allen,Insurance account manager,"Solicitor, Scotland",8712.26
82ac4b5a-a13b-42d3-b3ef-a4c8134f5922,Daniel Hawkins,Holiday representative,Product/process development scientist,6249.44
ee3fb078-4371-4da5-84d5-3fa21f9d8ad0,Katrina Valdez,Jewellery designer,Armed forces logistics/support/administrative officer,5130.77
d5249849-805f-4682-a941-67ccaa300771,Jeremy Cannon,Chartered accountant,Clinical embryologist,3279.31
95c88e2f-22e6-4b34-b5af-74b2f0afff7a,Richard White,Chief Financial Officer,"Engineer, manufacturing systems",7731.17
bbe0cabd-dec4-4315-a5f6-64cd3a383cc4,Joseph Blackwell,Print production planner,Technical sales engineer,3296.65
52a68ae2-a0e1-44bf-9cef-4b2134679b8e,Heather Gardner,"Investment banker, corporate","Designer, graphic",8023.9
ff305af1-8970-4082-a1bd-e6f57fe1bcff,Billy Banks,Occupational therapist,"Administrator, charities/voluntary organisations",7164.32
28d9fbaf-5ff8-4fcc-89bf-46bfe44f151f,Anna Sanchez,"Designer, furniture",Conference centre manager,5622.35
3b6746fd-6365-4bfd-bc82-99e7707b4a3a,Linda Shaw,"Radiographer, diagnostic",Arts administrator,5709.85
2caeae2a-1bda-4766-97a9-b55ddbdeb608,Cynthia Joseph,Arts development officer,IT consultant,9883.32
1fd34b23-1651-478d-a26a-b0cf513aa51c,Rachael Williams,Field seismologist,Psychiatric nurse,5308.5
a0bf7da9-1d2a-4fc0-9919-7f539889a8a3,Jaime Mitchell,"Conservation officer, nature",Management consultant,8792.49
67e3c6ce-acda-483b-881c-a75da7e6cc24,James Walters,Art gallery manager,Visual merchandiser,4829.66
e4c3bdca-9ed5-426e-9d92-e24e994bc96a,Stephen Dillon,"Engineer, land",Optometrist,8699.45
9d314b31-e2da-485d-bb20-50fe916c7d1e,Amanda Taylor,Public relations account executive,Race relations officer,7051.49
320801cd-8224-47fc-9f3f-ead4d0325e3c,Blake Lee,Proofreader,English as a foreign language teacher,6492.21
649d130d-42f5-425a-bf15-e8f51afed2eb,Angela Taylor,Clinical embryologist,Retail banker,7774.79
78d81b24-9882-4443-b5c7-df7d27cfe7e5,Thomas Murphy,Futures trader,Environmental health practitioner,8177.37
49b5e63a-f7cf-424b-a57e-9b182256281b,Melissa Greene,"Designer, graphic",Magazine features editor,8996.82
24caa2a4-6e22-43ff-a609-45f7a8b44611,Justin Cooper,Editorial assistant,Museum/gallery exhibitions officer,9206.49
6d47aba5-6fa2-4a41-a663-a11e4935b1f5,Patrick Smith,Firefighter,Risk manager,9831.27
b2537a3d-e254-483a-865c-82a07e1f8de8,Rebecca Schmidt,Primary school teacher,Chartered management accountant,3873.73
7e5a8ede-7b0c-46f4-8c0b-b44065851953,Elizabeth Wallace,Chartered management accountant,"Engineer, energy",4086.34
74accbfc-555e-41ab-91e8-3ceb1ab1ac6a,Scott Jones,"Conservation officer, nature","Editor, film/video",8827.01
cd091acd-f303-4792-9fa5-032c988483df,Thomas Vaughn,Barrister's clerk,Higher education careers adviser,9508.33
2e8b7bec-2866-42f0-880d-6f4cc3925b32,Derek Lee V,Environmental education officer,Solicitor,3612.9
05ba8716-8ed2-438c-82a7-9d6f802d7fc7,Michael Jones,"Therapist, nutritional",Visual merchandiser,3791.82
77255845-a9fd-4e5d-8554-9eafd14baf39,Steven Green,Art therapist,Dietitian,9449.44
406e30bb-58ed-4734-9e31-ecfc17fa8d45,Brian Holmes,"Teacher, special educational needs",Graphic designer,6322.88
ca40a90c-2712-40c5-a202-81f9395bd8f4,Allison Wilson,"Psychologist, sport and exercise","Psychotherapist, child",4211.75
3f33edd5-12f2-4fdb-8097-0b947cf0637d,Christina Gonzales,Research scientist (life sciences),"Engineer, drilling",3103.26
dfcf9cb6-1d91-4219-b108-d5e151b27de3,Evelyn Ford,Control and instrumentation engineer,Geoscientist,8519.16
f24486a7-4dd2-4bc4-a97c-ef91517040d7,Shawn Alvarez,Food technologist,"Surveyor, building",3213.97
d9ddc323-3334-4474-a34d-e4a1fd22309e,David Christian,Research scientist (maths),Building control surveyor,4866.67
53c2a3b5-482a-45e1-8cff-62c62cdccfc3,Jermaine Baker,Medical illustrator,"Geneticist, molecular",8494.65
d81e5abb-acec-486a-8b93-59ca55561464,Daniel Foster,"Designer, interior/spatial","Engineer, technical sales",7665.3
53d267ee-ad0c-4679-a258-3bd765566877,Cameron White,"Psychotherapist, child","Surveyor, land/geomatics",6118.18
84605baf-2ba8-4024-99d5-c202c69c93c9,Vanessa Mccarthy,Leisure centre manager,"Editor, magazine features",5383.7
6132ae88-bc82-4dce-b341-66d4a784a598,Thomas Riddle,Fine artist,Textile designer,3837.59
7df6ad67-c3f5-47c2-a10a-802d9c9c00bb,Brittany Hernandez,Public relations account executive,Garment/textile technologist,8657.46
9e5b7878-a5be-4cd2-ae29-bcf08f673ef0,Jerry Hansen,Travel agency manager,Broadcast presenter,6194.83
a3c254b2-ee3c-41a7-b0e5-d467ccba9f89,Valerie Freeman,Product manager,"Conservator, museum/gallery",5382.08
3f241282-564d-4b6e-b2e1-4bc34f948c5c,Sean Tapia,"Solicitor, Scotland",Network engineer,4778.73
223d055f-dee5-44bd-b4e3-545108081adb,Eric Walker,Volunteer coordinator,"Surveyor, rural practice",6687.29
c3fd49c5-6c17-41b0-938e-1f370a475dbe,Mr. David Huerta,Museum education officer,Chartered public finance accountant,6968.94
e60770ae-ee18-4f43-925f-0c166df1855a,Renee Adams,Naval architect,Engineering geologist,7412.77
7926d273-66c7-43cd-b248-e10caa68b35d,Sara Logan,"Designer, ceramics/pottery",Dance movement psychotherapist,4032.1
297be4da-a1f0-41ed-9de1-a3a630f895f0,Susan Hinton,Medical technical officer,Land,8311.73
f09aa2de-25f1-4f9b-ab49-4ff137add7a4,Kimberly Alvarez,Systems analyst,"Conservation officer, historic buildings",9862.72
9029ef71-e627-4f47-bd1d-cd2451b88861,Melissa Fox,Veterinary surgeon,Tax adviser,4352.62
315211cf-33e8-4721-8fef-5080ed6c5807,Ryan Wilson,"Programmer, systems","Surveyor, insurance",9673.14
f000ce7e-e72f-420d-ab04-06e26b55bfdd,Cynthia Martin,Land/geomatics surveyor,Plant breeder/geneticist,3313.66
9cf77c06-dafb-45c9-b6a6-95575eb08db7,Kevin Watkins,"Conservator, museum/gallery",Acupuncturist,8861.74
f6161acc-ae96-4e69-b7ba-806cb6c9e916,Shelley Foster,Customer service manager,Counsellor,5359.78
efa1a683-3a64-4dad-bcdc-7f92480928f7,William Allison,Toxicologist,Medical technical officer,6158.76
a1cda469-96fe-4d30-bda7-d9bb1a42490f,Ryan Collins,Accommodation manager,Educational psychologist,8928.67
dbfa8201-baab-4a80-bb7b-b9b42afee240,Luis Daniels,Legal secretary,Armed forces operational officer,6154.72
9bc2e502-0e0e-4372-9fdc-891163f05240,Heather Ramirez,"Engineer, materials",Soil scientist,3655.06
9b359fcf-e0a1-43b6-aa88-3906e2eed6fb,John Rivers,"Engineer, production",Brewing technologist,9314.2
6310ae94-c491-4858-be59-495b4a282694,Ryan Martinez,Veterinary surgeon,Medical physicist,9320.48
b3cfb48e-514d-486d-bc60-f1057c87378b,Sean Williams,"Designer, ceramics/pottery",Chemical engineer,3537.86
3d1eb71b-29fc-42a6-8aa5-baebcdf59ae1,Megan West,"Surveyor, building","Radiographer, diagnostic",4429.37
bc810456-9a2e-4834-af85-2ad574f02528,Daniel Colon,Commercial horticulturist,Music therapist,5567.8
ab8f9be3-1182-4c78-b2fb-9ca18a8245fa,Brenda Turner,Clinical psychologist,"Engineer, electronics",3954.32
7c48304d-5138-45c1-bf36-26162f5be3e1,Matthew James,Management consultant,"Nurse, adult",6791.48
fc1afeaa-0b2f-4472-b95d-ae9955b438dc,Cody Evans,Broadcast presenter,Farm manager,9780.66
bdea0623-b902-4584-9147-e1c47e0e269e,Kathleen Jenkins,"Engineer, communications",Osteopath,5986.15
747c1c11-93fa-4aed-a8ee-266dcf86f699,David Roberts,Contractor,"Secretary, company",8107.84
73792d5c-a491-4c9a-8b99-4b74398deaa5,Sarah Contreras,Herpetologist,"Therapist, music",7779.98
dc194cd8-30e3-487c-ac00-9b8019de4d51,Joel Lynch,Geographical information systems officer,Toxicologist,9290.06
c20f5ee6-8696-4d91-b38b-54f911bebcd1,Isaac Kerr,Tourism officer,"Teacher, secondary school",3614.24
bb3448c0-37ae-41bb-b57e-e0bef66ced71,Amanda Harrison,Warden/ranger,Retail buyer,9109.99
ad10854a-51a8-4df2-955e-ff638f257a17,Brittney Pierce,"Nurse, learning disability",Musician,9032.41
939693ec-54ac-4b11-b302-1c6ae332366c,Alison Flores,Chartered accountant,"Designer, jewellery",8736.81
281aa93c-0de2-45ae-b6e0-6dec3d766605,Robert Tran,Politician's assistant,Primary school teacher,5846.77
3b5b6fe4-c009-41dd-9ea1-ad65ca177689,Jacob Fernandez,Lawyer,Medical secretary,6251.57
2d52323d-7128-4669-869d-3f6ddd4402c0,Mary Hernandez,Records manager,"Horticulturist, commercial",3309.48
ca95771b-3307-4065-84e8-bfe7d5510360,David Miller,"Lecturer, further education","Scientist, audiological",9541.42
212b9396-78a1-426e-8a04-720e348a8c63,Ashley Day,Audiological scientist,Visual merchandiser,3092.61
3eb71bd1-6b57-4b7f-9615-bcbbb619ff84,Casey Thompson,"Administrator, local government",Fisheries officer,9559.19
42bafc24-1bec-4e45-8f44-79a899f018ae,Harold Rhodes,Financial planner,Microbiologist,9267.9
1cab15b4-5e6a-4603-ad40-db4bd9e3c055,Stephanie Scott,Tax inspector,Herpetologist,5078.83
cd25926d-709d-406c-8e8c-eeaec81b0400,Justin Howard,Archaeologist,Geophysical data processor,4310.28
41080064-e610-4b93-b7a1-fc02f13a4f93,Danielle Sanchez,"Administrator, local government",Metallurgist,4714.45
19b7118b-d023-4574-b489-fc2967d4840a,Charles Mcknight,Farm manager,Audiological scientist,4468.48
db305959-b75c-47ac-ab0e-946e2f6ce83c,David Martin,Photographer,Insurance underwriter,6537.41
c7bcb427-d490-4042-ac7d-92e0c82f33f0,James White,Planning and development surveyor,"Lecturer, further education",8812.81
8f62ed03-56db-4b84-8da5-f5ed0f62e6c2,Jeffrey Rogers,"Psychologist, counselling",Stage manager,6214.18
8bd53166-a794-477d-9614-08a17b32c278,Karen Allen,Airline pilot,"Engineer, civil (consulting)",5176.07
e876adcb-f174-41c4-93b5-ef16aaefa8ab,Dawn Ramirez,Higher education lecturer,Herbalist,7687.32
0d2408c8-f98f-4778-b81b-149e87c2f0d1,Ryan Martinez,Speech and language therapist,"Librarian, academic",5613.72
06950833-4f08-49b9-a4e1-4cc9cff18ffc,Ryan Mendoza,Meteorologist,Landscape architect,7693.63
058e916a-54f4-43e0-bee2-5a15c819672e,Brian Grant III,Police officer,"Journalist, newspaper",6981.99
62d8d0c4-5482-466b-a288-b40d55238c0b,James Greene,Theatre manager,Geoscientist,5906.86
f65cb4cc-c74f-41fe-91a9-37efea87719e,Melanie Parks,Psychiatrist,Insurance claims handler,3936.15
21d28cb9-35fc-47c2-9112-f09ac9be83bb,Sarah Davis,Theatre stage manager,Bookseller,5084.01
53196eb2-e60f-4740-8e5f-deca322fc067,Denise Holt,"Lighting technician, broadcasting/film/video","Producer, television/film/video",6818.77
5af99eb7-abdb-4e3b-bbe3-b51a60ba7f8e,Valerie Robinson,"Horticulturist, amenity",Tree surgeon,6226.8
bccbc117-77ed-4495-8a47-20e94f9d3776,John Wilson,"Conservator, museum/gallery","Embryologist, clinical",8529.79
